Application_Name,Array_1_1,Array_1_2,Array_2_1,Array_2_2,Array_3_1,Array_3_2,Array_4_1,Array_4_2,Array_5_1,Array_5_2,Array_6_1,Array_6_2,Array_7_1,Array_7_2,Array_8_1,Array_8_2,Array_9_1,Array_9_2,Array_10_1,Array_10_2,Array_11_1,Array_11_2,Array_12_1,Array_12_2,Array_13_1,Array_13_2,Array_14_1,Array_14_2,Array_15_1,Array_15_2,Array_16_1,Array_16_2,Array_17_1,Array_17_2,Array_18_1,Array_18_2,Array_19_1,Array_19_2,Array_20_1,Array_20_2,Array_21_1,Array_21_2,Array_22_1,Array_22_2,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,OuterLoop_16,OuterLoop_17,OuterLoop_18,OuterLoop_19,OuterLoop_20,OuterLoop_21,OuterLoop_22,OuterLoop_23,OuterLoop_24,OuterLoop_25,OuterLoop_26,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_2_6,InnerLoop_2_7,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,InnerLoop_3_4,InnerLoop_3_5,InnerLoop_4_1,InnerLoop_4_2,ADD,FADD,SUB,FSUB,MUL,FMUL,DIV,FDIV,LOAD,STORE
rodinia-knn-4-doublebuffer,1024,-1000000,1024,-1000000,512,-1000000,512,-1000000,2,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,255,511,2049,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,0,0,1,0,0,0,0,2,0
rodinia-knn-5-coalescing,64,-1000000,64,-1000000,32,-1000000,32,-1000000,2,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,63,31,31,2049,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,0,0,1,0,0,0,0,2,3
rodinia_cfd_flux_0_baseline_0,5,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,10,18,0,5,3,14,0,4,21,0
rodinia_cfd_flux_1_tiling_0,5120,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,384,-1000000,160,-1000000,128,-1000000,5,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,31,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,10,18,0,5,3,14,0,4,21,0
rodinia_cfd_flux_2_pipeline_0,5120,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,384,-1000000,160,-1000000,128,-1000000,5,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,31,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,10,18,0,5,3,14,0,4,21,0
rodinia_cfd_flux_3_unroll_0,5120,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,3072,-1000000,384,-1000000,160,-1000000,128,-1000000,5,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,10,18,0,5,3,14,0,4,21,0
rodinia_cfd_step_factor_0_baseline_0,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,5,1,0,0,1,5,0,5,6,1
rodinia_cfd_step_factor_1_tiling_0,5120,-1000000,1024,-1000000,1024,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,5,1,0,0,1,5,0,5,6,1
rodinia_cfd_step_factor_2_pipeline_0,5120,-1000000,1024,-1000000,1024,-1000000,1,-1000000,1,-1000000,1,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,5,1,0,0,1,5,0,5,6,1
rodinia_cfd_step_factor_3_unroll_0,5120,-1000000,1024,-1000000,1024,-1000000,16,-1000000,16,-1000000,16,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,63,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,1,0,0,0,5,0,5,6,1
rodinia_cfd_step_factor_4_doublebuffer_0,5120,-1000000,5120,-1000000,5120,-1000000,5120,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,16,-1000000,16,-1000000,16,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,63,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,1,0,0,0,5,0,5,6,1
rodinia_cfd_step_factor_5_coalescing_0,5120,-1000000,5120,-1000000,5120,-1000000,5120,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,1024,-1000000,16,-1000000,16,-1000000,16,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,63,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,1,0,0,0,5,0,5,6,1
rodinia_dilate_0_baseline_0,25,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,543,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,511,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,0,0,0,0,0,0,0,1,0
rodinia_dilate_1_tiling_0,18432,-1000000,16384,-1000000,25,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,31,35,31,16,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,511,511,511,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,0,0,0,0,0,0,0,1,0
rodinia_dilate_2_pipeline_0,18432,-1000000,16384,-1000000,2084,-1000000,25,-1000000,25,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,4,511,35,31,16,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,31,31,511,511,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,8,0,0,0,0,0,0,0,1,1
rodinia_dilate_3_pipeline_0,18432,-1000000,16384,-1000000,4752,-1000000,4224,-1000000,540,-1000000,25,-1000000,25,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,4,527,35,31,16,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,7,7,511,511,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,4,35,35,35,35,35,31,4,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,3,0,0,0,0,0,0,0,1,1
rodinia_lavaMD_0_baseline,27,3,4,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,26,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,2,2,0,4,0,9,0,0,16,4
rodinia_lavaMD_1_tiling_0,100,4,100,4,100,4,100,-1000000,27,3,4,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,26,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,99,99,-2000000,-2000000,-2000000,-2000000,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,2,0,4,0,9,0,0,5,0
rodinia_lavaMD_1_tiling_1,400,-1000000,400,-1000000,400,-1000000,100,-1000000,27,3,4,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,26,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,99,99,-2000000,-2000000,-2000000,-2000000,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,2,0,4,0,9,0,0,5,0
rodinia_lavaMD_2_pipeline_0,100,4,100,4,100,4,100,-1000000,27,3,4,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,26,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,99,99,-2000000,-2000000,-2000000,-2000000,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,2,0,4,0,9,0,0,5,0
rodinia_lavaMD_3_unroll_0,100,4,100,4,100,4,100,-1000000,27,3,20,4,20,-1000000,20,-1000000,20,-1000000,20,-1000000,20,-1000000,20,-1000000,20,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,26,99,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,99,99,99,-2000000,-2000000,-2000000,-2000000,4,-2000000,-2000000,-2000000,-2000000,19,-2000000,2,2,0,4,0,9,0,0,8,4
rodinia_lc_gicov_0_baseline_0,2,16,2,16,16,-1000000,16,-1000000,16,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,249,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,249,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,15,15,-2000000,-2000000,-2000000,-2000000,6,1,0,1,0,1,0,0,8,1
rodinia_lc_gicov_1_tiling_0,17920,-1000000,17920,-1000000,16384,-1000000,2,16,2,16,16,-1000000,16,-1000000,16,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,255,3,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,63,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,15,15,-2000000,-2000000,-2000000,-2000000,6,1,0,1,0,1,0,0,8,1
rodinia_lc_mgvf_0_baseline_0,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,1023,31,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1023,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,14,1,0,10,0,2,0,0,10,1
rodinia_lc_mgvf_1_tiling_0,67584,-1000000,65536,-1000000,65536,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,63,31,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,1023,15,15,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,-2000000,15,0,0,9,0,2,0,0,10,1
